Date,Species,Code,Lincomycin,Treatment_min,Treatment_ue,Index,Int,Date,Time,ELED A,ELED B,ELED C,PMT eht,ADC,dbar,PAR,Fo(F'),Fm('),Fv(Fq'),Fv/Fm(Fq'/Fm'),p('),RSigma('),Sigma('),Fa('),Fmr('),Tau('),Fm (link),Fo' (link),NPQ,NSV,F'/Fm,1-qP,rP,[RCII],JPII,JVPII,aLHII,[Chl],GPS,,,,SE,Note,LEDa °C,LEDb °C,LEDc °C,RAW S,RAW B
20190903,Tp,,1,60,1200,248,150,2019-09-03,10:11:02,1.6,0,0,298,98.5,-0.35,0,80.34,94.35,14.01,0.148,0.154,0.0873,5.46,90.9,94.79,387,,,0.37,1.084,,,,288.5,,,6.385,642.7,0,0,0° 0.000' N,0° 0.000' E,0.13,,42.14,39.63,38.17,,
20190903,Tp,,1,60,1200,249,150,2019-09-03,10:11:12,1.6,0,0,298,98.6,-0.35,0,80.43,94.38,13.96,0.148,0.154,0.0882,5.51,90.94,94.44,394,,,0.37,1.084,,,,286,,,6.419,643.4,0,0,0° 0.000' N,0° 0.000' E,0.16,,42.14,39.63,38.17,,
20190903,Tp,,1,60,1200,250,150,2019-09-03,10:11:22,1.6,0,0,298,98.6,-0.35,0,80.27,94.44,14.17,0.15,0.156,0.0887,5.54,91.03,94.7,389,,,0.37,1.083,,,,283.7,,,6.311,642.2,0,0,0° 0.000' N,0° 0.000' E,0.13,,42.14,39.63,38.12,,
20190903,Tp,,1,60,1200,251,150,2019-09-03,10:11:32,1.6,0,0,298,98.7,-0.35,0,80.42,94.55,14.13,0.149,0.155,0.0879,5.49,91.31,94.93,386,,,0.37,1.082,,,,286.9,,,6.348,643.3,0,0,0° 0.000' N,0° 0.000' E,0.19,,42.14,39.63,38.17,,
20190903,Tp,,1,60,1200,252,150,2019-09-03,10:11:42,1.6,0,0,298,98.8,-0.35,0,80.54,94.56,14.02,0.148,0.154,0.0882,5.51,91.17,95.08,378,,,0.37,1.082,,,,286.3,,,6.412,644.4,0,0,0° 0.000' N,0° 0.000' E,0.18,,42.08,39.63,38.17,,
20190903,Tp,,1,60,1200,253,150,2019-09-03,10:11:52,1.6,0,0,298,98.8,-0.35,0,80.66,94.97,14.31,0.151,0.153,0.0872,5.45,91.15,94.91,389,,,0.36,1.077,,,,289.9,,,6.316,645.3,0,0,0° 0.000' N,0° 0.000' E,0.2,,42.14,39.63,38.17,,
20190903,Tp,,1,60,1200,254,150,2019-09-03,10:12:02,1.6,0,0,298,98.8,-0.35,0,80.7,94.79,14.1,0.149,0.155,0.0849,5.31,91.13,94.99,397,,,0.37,1.079,,,,297.9,,,6.403,645.6,0,0,0° 0.000' N,0° 0.000' E,0.24,,42.14,39.63,38.17,,
20190903,Tp,,1,60,1200,255,150,2019-09-03,10:12:12,1.6,0,0,298,98.9,-0.35,0,80.5,94.72,14.22,0.15,0.156,0.0875,5.47,91.25,94.95,390,,,0.37,1.08,,,,288.4,,,6.328,644,0,0,0° 0.000' N,0° 0.000' E,0.24,,42.14,39.63,38.17,,
20190903,Tp,,1,60,1200,256,150,2019-09-03,10:12:22,1.6,0,0,298,98.9,-0.35,0,80.86,94.79,13.93,0.147,0.153,0.0859,5.37,91.2,95.42,380,,,0.37,1.079,,,,295.3,,,6.491,646.9,0,0,0° 0.000' N,0° 0.000' E,0.15,,42.08,39.63,38.17,,
20190903,Tp,,1,60,1200,257,150,2019-09-03,10:12:32,1.6,0,0,298,98.9,-0.35,0,80.67,95.16,14.49,0.152,0.155,0.0872,5.45,91.29,95.38,378,,,0.36,1.075,,,,289.9,,,6.254,645.4,0,0,0° 0.000' N,0° 0.000' E,0.18,,42.08,39.63,38.17,,
20190903,Tp,,1,60,1200,258,150,2019-09-03,10:12:42,1.6,0,0,298,99,-0.35,0,80.75,94.92,14.17,0.149,0.155,0.0871,5.44,91.42,95.43,386,,,0.36,1.078,,,,290.8,,,6.385,646,0,0,0° 0.000' N,0° 0.000' E,0.16,,42.14,39.63,38.17,,
20190903,Tp,,1,60,1200,259,150,2019-09-03,10:12:52,1.6,0,0,298,99.1,-0.35,0,80.49,94.96,14.48,0.152,0.159,0.0881,5.5,91.4,95.52,379,,,0.36,1.077,,,,286.5,,,6.23,643.9,0,0,0° 0.000' N,0° 0.000' E,0.13,,42.08,39.58,38.17,,
20190903,Tp,,1,60,1200,260,150,2019-09-03,10:13:02,1.6,0,0,298,99.1,-0.35,0,80.44,95.02,14.58,0.153,0.16,0.0881,5.51,91.45,95.48,381,,,0.36,1.077,,,,286.2,,,6.184,643.5,0,0,0° 0.000' N,0° 0.000' E,0.21,,42.08,39.63,38.17,,
20190903,Tp,,1,60,1200,261,150,2019-09-03,10:13:12,1.6,0,0,298,99.1,-0.35,0,80.7,95.41,14.71,0.154,0.157,0.0872,5.45,91.53,95.34,390,,,0.36,1.072,,,,290.2,,,6.178,645.6,0,0,0° 0.000' N,0° 0.000' E,0.17,,42.14,39.63,38.17,,
20190903,Tp,,1,60,1200,262,150,2019-09-03,10:13:22,1.6,0,0,298,99.2,-0.35,0,80.72,95.15,14.43,0.152,0.158,0.0868,5.43,91.55,95.37,390,,,0.36,1.075,,,,291.4,,,6.282,645.8,0,0,0° 0.000' N,0° 0.000' E,0.19,,42.14,39.63,38.17,,
20190903,Tp,,1,60,1200,263,150,2019-09-03,10:13:32,1.6,0,0,298,99.2,-0.35,0,80.79,95.19,14.4,0.151,0.157,0.0854,5.34,91.56,95.23,400,,,0.36,1.075,,,,296.5,,,6.3,646.3,0,0,0° 0.000' N,0° 0.000' E,0.17,,42.14,39.63,38.22,,
20190903,Tp,,1,60,1200,264,150,2019-09-03,10:13:42,1.6,0,0,298,99.2,-0.35,0,80.45,95.21,14.76,0.155,0.161,0.0891,5.57,91.51,95.04,396,,,0.36,1.075,,,,283.2,,,6.123,643.6,0,0,0° 0.000' N,0° 0.000' E,0.19,,42.14,39.63,38.17,,
20190903,Tp,,,,,,,,,,,,,,,,80.665,,,0.153,,,5.4475,,,,,,,,,,,,,,,,,,,,,,,,,,
20190903,Tp,Tp(-) T120,0,120,1200,371,150,2019-09-03,10:54:54,1.6,0,0,298,51.5,-0.35,0,32.88,50.45,17.56,0.348,0.279,0.0529,3.31,41.66,48.71,499,,,1.57,2.028,,,,194.8,,,1.115,263.1,0,0,0° 0.000' N,0° 0.000' E,0.31,,42.03,39.53,38.12,,
20190903,Tp,,0,120,1200,372,150,2019-09-03,10:55:16,1.6,0,0,298,54.3,-0.35,0,34.71,53.84,19.12,0.355,0.289,0.0526,3.29,44.56,52.24,493,,,1.4,1.9,,,,206.8,,,1.153,277.7,0,0,0° 0.000' N,0° 0.000' E,0.27,,42.08,39.53,38.17,,
20190903,Tp,,0,120,1200,373,150,2019-09-03,10:55:26,1.6,0,0,298,56.5,-0.35,0,35.94,56.46,20.53,0.364,0.281,0.0536,3.35,46.53,54.51,496,,,1.29,1.812,,,,210.1,,,1.166,287.5,0,0,0° 0.000' N,0° 0.000' E,0.3,,42.08,39.58,38.17,,
20190903,Tp,,0,120,1200,374,150,2019-09-03,10:55:36,1.6,0,0,298,59,-0.35,0,37.47,59.5,22.02,0.37,0.291,0.0547,3.42,48.99,57.35,494,,,1.18,1.72,,,,214.8,,,1.194,299.8,0,0,0° 0.000' N,0° 0.000' E,0.24,,42.14,39.58,38.17,,
20190903,Tp,,0,120,1200,375,150,2019-09-03,10:55:46,1.6,0,0,298,61.8,-0.35,0,38.89,62.88,23.99,0.382,0.3,0.0563,3.52,51.5,60.59,491,,,1.06,1.627,,,,216.6,,,1.203,311.1,0,0,0° 0.000' N,0° 0.000' E,0.26,,42.08,39.58,38.17,,
20190903,Tp,,0,120,1200,376,150,2019-09-03,10:55:56,1.6,0,0,298,64.7,-0.35,0,40.59,66.25,25.67,0.387,0.315,0.0574,3.59,54.44,64.1,488,,,0.95,1.544,,,,221.6,,,1.236,324.7,0,0,0° 0.000' N,0° 0.000' E,0.29,,42.14,39.58,38.12,,
20190903,Tp,,0,120,1200,377,150,2019-09-03,10:56:06,1.6,0,0,298,67.5,-0.35,0,41.92,69.69,27.77,0.399,0.308,0.0587,3.67,56.89,67.48,480,,,0.86,1.468,,,,223.9,,,1.241,335.3,0,0,0° 0.000' N,0° 0.000' E,0.17,,42.14,39.58,38.17,,
20190903,Tp,,0,120,1200,378,150,2019-09-03,10:56:16,1.6,0,0,298,70.2,-0.35,0,43.5,72.86,29.36,0.403,0.333,0.0593,3.71,59.75,70.19,489,,,0.78,1.404,,,,229.8,,,1.274,348,0,0,0° 0.000' N,0° 0.000' E,0.21,,42.08,39.63,38.17,,
20190903,Tp,,0,120,1200,379,150,2019-09-03,10:56:26,1.6,0,0,298,72.6,-0.35,0,44.68,75.76,31.08,0.41,0.328,0.0596,3.73,61.62,73.27,482,,,0.71,1.35,,,,234.9,,,1.285,357.4,0,0,0° 0.000' N,0° 0.000' E,0.22,,42.14,39.63,38.22,,
20190903,Tp,,0,120,1200,380,150,2019-09-03,10:56:36,1.6,0,0,298,74.5,-0.35,0,45.67,78.1,32.43,0.415,0.343,0.0608,3.8,63.51,75.41,483,,,0.66,1.31,,,,235.6,,,1.298,365.3,0,0,0° 0.000' N,0° 0.000' E,0.19,,42.14,39.63,38.17,,
20190903,Tp,,0,120,1200,381,150,2019-09-03,10:56:46,1.6,0,0,298,76.3,-0.35,0,46.37,80.33,33.95,0.423,0.338,0.061,3.81,65.33,77,489,,,0.61,1.274,,,,238.5,,,1.295,371,0,0,0° 0.000' N,0° 0.000' E,0.2,,42.14,39.63,38.17,,
20190903,Tp,,0,120,1200,382,150,2019-09-03,10:56:56,1.6,0,0,298,77.7,-0.35,0,46.96,82.06,35.1,0.428,0.336,0.0617,3.86,66.47,78.97,478,,,0.58,1.247,,,,238.5,,,1.296,375.7,0,0,0° 0.000' N,0° 0.000' E,0.18,,42.08,39.63,38.17,,
20190903,Tp,,0,120,1200,383,150,2019-09-03,10:57:06,1.6,0,0,298,78.9,-0.35,0,47.8,83.55,35.75,0.428,0.354,0.0621,3.88,67.71,80.78,475,,,0.55,1.225,,,,241.5,,,1.318,382.4,0,0,0° 0.000' N,0° 0.000' E,0.19,,42.14,39.63,38.22,,
20190903,Tp,,0,120,1200,384,150,2019-09-03,10:57:16,1.6,0,0,298,80,-0.35,0,48.14,85.01,36.86,0.434,0.341,0.0619,3.87,68.6,81.59,481,,,0.52,1.204,,,,243.8,,,1.31,385.1,0,0,0° 0.000' N,0° 0.000' E,0.19,,42.08,39.63,38.17,,
20190903,Tp,,0,120,1200,385,150,2019-09-03,10:57:26,1.6,0,0,298,80.8,-0.35,0,48.62,86,37.38,0.435,0.359,0.0626,3.91,69.43,82.6,481,,,0.5,1.19,,,,243.4,,,1.32,388.9,0,0,0° 0.000' N,0° 0.000' E,0.2,,42.14,39.68,38.22,,
20190903,Tp,,0,120,1200,386,150,2019-09-03,10:57:36,1.6,0,0,298,81.6,-0.35,0,48.96,86.99,38.04,0.437,0.35,0.0627,3.92,70.07,83.56,478,,,0.49,1.176,,,,245,,,1.321,391.6,0,0,0° 0.000' N,0° 0.000' E,0.13,,42.14,39.63,38.22,,
20190903,Tp,,0,120,1200,387,150,2019-09-03,10:57:46,1.6,0,0,298,82.3,-0.35,0,49.21,87.92,38.71,0.44,0.34,0.0629,3.93,70.77,84.18,476,,,0.47,1.164,,,,245.2,,,1.319,393.7,0,0,0° 0.000' N,0° 0.000' E,0.23,,42.14,39.68,38.22,,
20190903,Tp,,0,120,1200,388,150,2019-09-03,10:57:56,1.6,0,0,298,82.9,-0.35,0,49.6,88.68,39.08,0.441,0.358,0.0627,3.92,71.1,84.93,480,,,0.46,1.154,,,,248,,,1.328,396.8,0,0,0° 0.000' N,0° 0.000' E,0.16,,42.14,39.68,38.22,,
20190903,Tp,,0,120,1200,389,150,2019-09-03,10:58:06,1.6,0,0,298,83.5,-0.35,0,49.84,89.39,39.55,0.442,0.354,0.0631,3.94,72.01,85.82,474,,,0.45,1.145,,,,247.7,,,1.329,398.7,0,0,0° 0.000' N,0° 0.000' E,0.18,,42.14,39.68,38.28,,
20190903,Tp,,0,120,1200,390,150,2019-09-03,10:58:16,1.6,0,0,298,83.9,-0.35,0,49.94,90.06,40.11,0.445,0.356,0.0632,3.95,72.31,86.43,474,,,0.44,1.136,,,,247.7,,,1.323,399.5,0,0,0° 0.000' N,0° 0.000' E,0.2,,42.19,39.63,38.22,,
20190903,Tp,,0,120,1200,391,150,2019-09-03,10:58:26,1.6,0,0,298,84.4,-0.35,0,50.37,90.6,40.23,0.444,0.361,0.063,3.94,72.57,86.68,478,,,0.43,1.129,,,,250.5,,,1.339,403,0,0,0° 0.000' N,0° 0.000' E,0.19,,42.14,39.74,38.22,,
20190903,Tp,,0,120,1200,392,150,2019-09-03,10:58:36,1.6,0,0,298,84.8,-0.35,0,50.56,91.15,40.59,0.445,0.356,0.063,3.94,72.95,87.43,475,,,0.42,1.122,,,,251.5,,,1.34,404.5,0,0,0° 0.000' N,0° 0.000' E,0.24,,42.14,39.68,38.28,,
20190903,Tp,,0,120,1200,393,150,2019-09-03,10:58:46,1.6,0,0,298,85.1,-0.35,0,50.79,91.6,40.82,0.446,0.362,0.0634,3.96,73.3,87.46,477,,,0.41,1.117,,,,251.2,,,1.345,406.3,0,0,0° 0.000' N,0° 0.000' E,0.16,,42.14,39.68,38.22,,
20190903,Tp,,0,120,1200,394,150,2019-09-03,10:58:56,1.6,0,0,298,85.5,-0.35,0,50.77,91.99,41.22,0.448,0.364,0.064,4,73.63,87.75,478,,,0.41,1.112,,,,248.6,,,1.337,406.1,0,0,0° 0.000' N,0° 0.000' E,0.23,,42.19,39.68,38.22,,
20190903,Tp,,0,120,1200,395,150,2019-09-03,10:59:06,1.6,0,0,298,85.8,-0.35,0,51.17,92.53,41.37,0.447,0.364,0.0631,3.94,73.87,88.77,473,,,0.4,1.106,,,,254.3,,,1.351,409.3,0,0,0° 0.000' N,0° 0.000' E,0.14,,42.14,39.74,38.22,,
20190903,Tp,,0,120,1200,396,150,2019-09-03,10:59:16,1.6,0,0,298,86.1,-0.35,0,51.21,92.91,41.7,0.449,0.365,0.0638,3.99,74.17,88.97,470,,,0.39,1.101,,,,251.6,,,1.346,409.7,0,0,0° 0.000' N,0° 0.000' E,0.21,,42.19,39.68,38.28,,
20190903,Tp,,0,120,1200,397,150,2019-09-03,10:59:26,1.6,0,0,298,86.3,-0.35,0,51.36,93.22,41.86,0.449,0.365,0.0636,3.98,74.19,89.21,471,,,0.39,1.097,,,,253.1,,,1.35,410.9,0,0,0° 0.000' N,0° 0.000' E,0.2,,42.19,39.68,38.28,,
20190903,Tp,,0,120,1200,398,150,2019-09-03,10:59:36,1.6,0,0,298,86.7,-0.35,0,51.51,93.59,42.09,0.45,0.366,0.0636,3.98,74.75,89.44,474,,,0.38,1.093,,,,253.8,,,1.352,412.1,0,0,0° 0.000' N,0° 0.000' E,0.18,,42.14,39.68,38.28,,
20190903,Tp,,0,120,1200,399,150,2019-09-03,10:59:46,1.6,0,0,298,86.9,-0.35,0,51.61,93.88,42.27,0.45,0.372,0.0636,3.98,74.9,90.17,470,,,0.38,1.09,,,,254.2,,,1.353,412.9,0,0,0° 0.000' N,0° 0.000' E,0.18,,42.19,39.74,38.22,,
20190903,Tp,,0,120,1200,400,150,2019-09-03,10:59:56,1.6,0,0,298,87.1,-0.35,0,51.89,94.3,42.41,0.45,0.366,0.0633,3.96,75.01,90.18,471,,,0.37,1.085,,,,257.1,,,1.361,415.1,0,0,0° 0.000' N,0° 0.000' E,0.19,,42.14,39.68,38.22,,
20190903,Tp,,0,120,1200,401,150,2019-09-03,11:00:06,1.6,0,0,298,87.3,-0.35,0,51.83,94.45,42.62,0.451,0.373,0.0639,3.99,75.45,90.19,473,,,0.37,1.083,,,,254.3,,,1.355,414.6,0,0,0° 0.000' N,0° 0.000' E,0.22,,42.19,39.74,38.22,,
20190903,Tp,,0,120,1200,402,150,2019-09-03,11:00:16,1.6,0,0,298,87.5,-0.35,0,51.78,94.88,43.11,0.454,0.363,0.0637,3.98,75.43,90.26,477,,,0.36,1.078,,,,254.9,,,1.345,414.2,0,0,0° 0.000' N,0° 0.000' E,0.2,,42.19,39.68,38.28,,
20190903,Tp,,0,120,1200,403,150,2019-09-03,11:00:26,1.6,0,0,298,87.7,-0.35,0,52.14,95.15,43.01,0.452,0.368,0.0634,3.96,75.74,91.32,467,,,0.36,1.075,,,,257.7,,,1.361,417.1,0,0,0° 0.000' N,0° 0.000' E,0.15,,42.14,39.74,38.33,,
20190903,Tp,,0,120,1200,404,150,2019-09-03,11:00:36,1.6,0,0,298,87.9,-0.35,0,52.2,95.42,43.22,0.453,0.362,0.0636,3.97,75.79,91.09,470,,,0.36,1.072,,,,257.4,,,1.36,417.6,0,0,0° 0.000' N,0° 0.000' E,0.19,,42.19,39.74,38.28,,
20190903,Tp,,0,120,1200,405,150,2019-09-03,11:00:46,1.6,0,0,298,88.1,-0.35,0,52.26,95.66,43.39,0.454,0.363,0.0636,3.98,76.16,91.31,470,,,0.35,1.07,,,,257.6,,,1.36,418.1,0,0,0° 0.000' N,0° 0.000' E,0.2,,42.19,39.74,38.28,,
20190903,Tp,,0,120,1200,406,150,2019-09-03,11:00:56,1.6,0,0,298,88.3,-0.35,0,52.34,95.96,43.62,0.455,0.364,0.0636,3.97,76.17,91.85,466,,,0.35,1.066,,,,258.2,,,1.359,418.7,0,0,0° 0.000' N,0° 0.000' E,0.21,,42.19,39.68,38.28,,
20190903,Tp,,0,120,1200,407,150,2019-09-03,11:01:06,1.6,0,0,298,88.5,-0.35,0,52.53,96.1,43.57,0.453,0.369,0.0639,3.99,76.37,91.98,469,,,0.35,1.065,,,,257.9,,,1.367,420.3,0,0,0° 0.000' N,0° 0.000' E,0.23,,42.19,39.74,38.28,,
20190903,Tp,,0,120,1200,408,150,2019-09-03,11:01:16,1.6,0,0,298,88.7,-0.35,0,52.72,96.32,43.61,0.453,0.374,0.0638,3.98,76.62,92.09,469,,,0.34,1.062,,,,259.2,,,1.374,421.7,0,0,0° 0.000' N,0° 0.000' E,0.17,,42.19,39.79,38.22,,
20190903,Tp,,0,120,1200,409,150,2019-09-03,11:01:26,1.6,0,0,298,88.9,-0.35,0,52.63,96.62,43.99,0.455,0.37,0.0639,4,76.77,92.21,469,,,0.34,1.059,,,,258.1,,,1.364,421,0,0,0° 0.000' N,0° 0.000' E,0.15,,42.19,39.74,38.28,,
20190903,Tp,,0,120,1200,410,150,2019-09-03,11:01:36,1.6,0,0,298,89.1,-0.35,0,52.81,96.79,43.98,0.454,0.376,0.0641,4,76.89,92.81,465,,,0.34,1.057,,,,258.4,,,1.371,422.5,0,0,0° 0.000' N,0° 0.000' E,0.12,,42.19,39.74,38.22,,
20190903,Tp,,0,120,1200,411,150,2019-09-03,11:01:46,1.6,0,0,298,89.2,-0.35,0,52.77,96.98,44.21,0.456,0.371,0.0642,4.01,77.2,92.83,465,,,0.33,1.055,,,,257.6,,,1.366,422.2,0,0,0° 0.000' N,0° 0.000' E,0.13,,42.24,39.79,38.33,,
20190903,Tp,,0,120,1200,412,150,2019-09-03,11:01:56,1.6,0,0,298,89.4,-0.35,0,52.69,97.31,44.62,0.459,0.361,0.0641,4,77.21,92.8,468,,,0.33,1.051,,,,257.8,,,1.356,421.5,0,0,0° 0.000' N,0° 0.000' E,0.22,,42.19,39.79,38.28,,
20190903,Tp,,0,120,1200,413,150,2019-09-03,11:02:06,1.6,0,0,298,89.5,-0.35,0,52.86,97.62,44.76,0.458,0.361,0.0638,3.99,77.2,92.99,468,,,0.33,1.048,,,,259.9,,,1.361,422.9,0,0,0° 0.000' N,0° 0.000' E,0.19,,42.24,39.74,38.28,,
20190903,Tp,,0,120,1200,414,150,2019-09-03,11:02:16,1.6,0,0,298,89.8,-0.35,0,53.22,97.72,44.51,0.455,0.37,0.0638,3.99,77.47,93.66,465,,,0.32,1.047,,,,261.5,,,1.379,425.7,0,0,0° 0.000' N,0° 0.000' E,0.21,,42.24,39.74,38.28,,
20190903,Tp,,0,120,1200,415,150,2019-09-03,11:02:26,1.6,0,0,298,89.9,-0.35,0,53.23,97.85,44.62,0.456,0.377,0.064,4,77.56,93.75,465,,,0.32,1.046,,,,260.7,,,1.377,425.8,0,0,0° 0.000' N,0° 0.000' E,0.19,,42.19,39.74,38.28,,
20190903,Tp,,0,120,1200,416,150,2019-09-03,11:02:36,1.6,0,0,298,90.1,-0.35,0,53.35,98.12,44.77,0.456,0.371,0.0638,3.99,77.71,94.19,462,,,0.32,1.043,,,,262,,,1.38,426.8,0,0,0° 0.000' N,0° 0.000' E,0.16,,42.24,39.79,38.28,,
20190903,Tp,,0,120,1200,417,150,2019-09-03,11:02:46,1.6,0,0,298,90.2,-0.35,0,53.55,98.27,44.73,0.455,0.376,0.064,4,78.08,93.71,470,,,0.32,1.041,,,,262.5,,,1.388,428.4,0,0,0° 0.000' N,0° 0.000' E,0.16,,42.24,39.79,38.28,,
20190903,Tp,,0,120,1200,418,150,2019-09-03,11:02:56,1.6,0,0,298,90.4,-0.35,0,53.6,98.52,44.92,0.456,0.383,0.0639,3.99,78.1,93.91,474,,,0.31,1.038,,,,263,,,1.387,428.8,0,0,0° 0.000' N,0° 0.000' E,0.22,,42.19,39.74,38.28,,
20190903,Tp,,0,120,1200,419,150,2019-09-03,11:03:06,1.6,0,0,298,90.5,-0.35,0,53.5,98.74,45.24,0.458,0.367,0.064,4,78.27,94.07,468,,,0.31,1.036,,,,262.2,,,1.378,428,0,0,0° 0.000' N,0° 0.000' E,0.25,,42.24,39.79,38.28,,
20190903,Tp,,0,120,1200,420,150,2019-09-03,11:03:16,1.6,0,0,298,90.7,-0.35,0,53.31,98.89,45.58,0.461,0.363,0.0643,4.02,78.47,94.13,468,,,0.31,1.035,,,,260,,,1.365,426.5,0,0,0° 0.000' N,0° 0.000' E,0.2,,42.24,39.79,38.28,,
20190903,Tp,,0,120,1200,421,150,2019-09-03,11:03:26,1.6,0,0,298,90.9,-0.35,0,53.55,99.07,45.52,0.459,0.38,0.0643,4.02,78.71,95.07,463,,,0.31,1.033,,,,261,,,1.375,428.4,0,0,0° 0.000' N,0° 0.000' E,0.19,,42.24,39.79,38.33,,
20190903,Tp,,0,120,1200,422,150,2019-09-03,11:03:36,1.6,0,0,298,91,-0.35,0,53.54,99.36,45.82,0.461,0.363,0.0642,4.01,78.96,94.56,468,,,0.3,1.03,,,,261.6,,,1.37,428.3,0,0,0° 0.000' N,0° 0.000' E,0.17,,42.24,39.79,38.33,,
20190903,Tp,,0,120,1200,423,150,2019-09-03,11:03:46,1.6,0,0,298,91.2,-0.35,0,53.87,99.37,45.5,0.458,0.385,0.0645,4.03,78.87,95.01,467,,,0.3,1.03,,,,262,,,1.388,430.9,0,0,0° 0.000' N,0° 0.000' E,0.17,,42.29,39.79,38.33,,
20190903,Tp,,0,120,1200,424,150,2019-09-03,11:03:56,1.6,0,0,298,91.3,-0.35,0,53.7,99.7,46,0.461,0.363,0.0642,4.01,79,94.93,466,,,0.3,1.026,,,,262.2,,,1.374,429.6,0,0,0° 0.000' N,0° 0.000' E,0.12,,42.19,39.74,38.28,,
20190903,Tp,,0,120,1200,425,150,2019-09-03,11:04:06,1.6,0,0,298,91.4,-0.35,0,53.89,99.9,46,0.461,0.375,0.0642,4.01,79.09,95.2,467,,,0.3,1.024,,,,263.1,,,1.381,431.1,0,0,0° 0.000' N,0° 0.000' E,0.15,,42.24,39.74,38.28,,
20190903,Tp,,0,120,1200,426,150,2019-09-03,11:04:16,1.6,0,0,298,91.6,-0.35,0,53.87,100.1,46.25,0.462,0.363,0.0641,4.01,79.18,95.83,462,,,0.29,1.022,,,,263.4,,,1.376,431,0,0,0° 0.000' N,0° 0.000' E,0.2,,42.24,39.79,38.33,,
20190903,Tp,,0,120,1200,427,150,2019-09-03,11:04:26,1.6,0,0,298,91.8,-0.35,0,53.87,100.2,46.32,0.462,0.37,0.0645,4.03,79.44,95.89,464,,,0.29,1.021,,,,261.9,,,1.375,431,0,0,0° 0.000' N,0° 0.000' E,0.16,,42.24,39.79,38.28,,
20190903,Tp,,0,120,1200,428,150,2019-09-03,11:04:36,1.6,0,0,298,91.9,-0.33,0,54.01,100.3,46.33,0.462,0.369,0.0646,4.04,79.52,95.72,465,,,0.29,1.02,,,,262.1,,,1.38,432.1,0,0,0° 0.000' N,0° 0.000' E,0.21,,42.24,39.84,38.33,,
20190903,Tp,,0,120,1200,429,150,2019-09-03,11:04:46,1.6,0,0,298,92,-0.35,0,54.2,100.6,46.43,0.461,0.375,0.0644,4.02,79.44,95.99,465,,,0.29,1.017,,,,264,,,1.386,433.6,0,0,0° 0.000' N,0° 0.000' E,0.16,,42.29,39.79,38.33,,
20190903,Tp,,0,120,1200,430,150,2019-09-03,11:04:56,1.6,0,0,298,92.1,-0.33,0,54.05,100.7,46.67,0.463,0.371,0.0647,4.05,79.67,95.84,466,,,0.29,1.016,,,,261.8,,,1.376,432.4,0,0,0° 0.000' N,0° 0.000' E,0.17,,42.29,39.79,38.33,,
20190903,Tp,,0,120,1200,431,150,2019-09-03,11:05:06,1.6,0,0,298,92.3,-0.33,0,54.45,100.9,46.46,0.46,0.387,0.0644,4.02,79.9,96.52,466,,,0.28,1.014,,,,265.2,,,1.395,435.6,0,0,0° 0.000' N,0° 0.000' E,0.16,,42.29,39.79,38.28,,
20190903,Tp,,,,,,,,,,,,,,,,54.1775,,,0.4615,,,4.0325,,,,,,,,,,,,,,,,,,,,,,,,,,
20190903,Tp,Tp(+) T120,1,120,1200,432,150,2019-09-03,11:06:35,1.6,0,0,298,45.6,-0.35,0,36.65,38.69,2.047,0.053,0.021,0.0556,3.48,38.11,38.64,531,,,2.34,2.644,,,,206.5,,,8.174,293.2,0,0,0° 0.000' N,0° 0.000' E,0.27,,42.14,39.58,38.28,,
20190903,Tp,,1,120,1200,433,150,2019-09-03,11:07:03,1.6,0,0,298,46,-0.35,0,36.86,39.05,2.186,0.056,0.058,0.0619,3.87,38.48,39.12,493,,,2.31,2.62,,,,186.8,,,7.77,294.9,0,0,0° 0.000' N,0° 0.000' E,0.25,,42.19,39.63,38.22,,
20190903,Tp,,1,120,1200,434,150,2019-09-03,11:07:13,1.6,0,0,298,48.6,-0.35,0,39.35,41.72,2.373,0.057,0.059,0.0657,4.1,41.09,41.79,489,,,2.1,2.452,,,,187.9,,,8.162,314.8,0,0,0° 0.000' N,0° 0.000' E,0.27,,42.19,39.63,38.28,,
20190903,Tp,,1,120,1200,435,150,2019-09-03,11:07:23,1.6,0,0,298,51.4,-0.35,0,42.01,44.58,2.574,0.058,0.06,0.0668,4.17,44.11,44.56,513,,,1.9,2.295,,,,197.2,,,8.587,336.1,0,0,0° 0.000' N,0° 0.000' E,0.35,,42.19,39.68,38.28,,
20190903,Tp,,1,120,1200,436,150,2019-09-03,11:07:33,1.6,0,0,298,54.5,-0.35,0,44.99,47.75,2.764,0.058,0.06,0.0716,4.47,47.17,47.79,469,,,1.71,2.142,,,,197.1,,,9.171,359.9,0,0,0° 0.000' N,0° 0.000' E,0.33,,42.24,39.68,38.33,,
20190903,Tp,,1,120,1200,437,150,2019-09-03,11:07:43,1.6,0,0,298,57.9,-0.35,0,48.52,51.24,2.717,0.053,0.055,0.0659,4.12,50.51,51.34,475,,,1.53,1.997,,,,230.9,,,10.8,388.2,0,0,0° 0.000' N,0° 0.000' E,0.29,,42.24,39.74,38.28,,
